document_id,category,method,field,ground_truth,prediction,normalized_ground_truth,normalized_prediction,correct,inference_ms,required_human_correction
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,layoutlmv3,total_amount,15.0,,15.00,,False,83.443,True
data/samples/final_eval/malaysian_invoices/X51005268400.jpg,malaysian_invoices,layoutlmv3,currency,RM,RM,RM,RM,True,83.443,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,invoice_number,37617,THISISNOTA,37617,THISISNOTA,False,83.08,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,date,2018-03-22,22-Mar-18,2018-03-22,2018-03-22,True,83.08,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,vendor_name,OLDTOWN WHITE COFFEE,SY LEE.,oldtown white coffee,sy lee,False,83.08,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,subtotal,28.53,25.94,28.53,25.94,False,83.08,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,tax_amount,1.71,1.71,1.71,1.71,True,83.08,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,total_amount,30.25,25.94,30.25,25.94,False,83.08,True
data/samples/final_eval/malaysian_invoices/X51005337867.jpg,malaysian_invoices,layoutlmv3,currency,RM,RM,RM,RM,True,83.08,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,invoice_number,29368085,29368085,29368085,29368085,True,84.46,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,date,2017-10-20,2017-10-20,2017-10-20,2017-10-20,True,84.46,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,vendor_name,??????????? / ??????,日出租汽车机打发,,日出租汽车机打发,False,84.46,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,subtotal,,40.00,,40.00,False,84.46,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,tax_amount,,2.25,,2.25,False,84.46,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,total_amount,40.0,18.00,40.00,18.00,False,84.46,True
data/samples/final_eval/noisy_invoices/taxi_0071.jpg,noisy_invoices,layoutlmv3,currency,CNY,CNY,CNY,CNY,True,84.46,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,invoice_number,18287/102/T0049,000181747712,18287/102/T0049,000181747712,False,85.87,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,date,24-01-18,2018-01-24,2018-01-24,2018-01-24,True,85.87,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,vendor_name,99 SPEED MART S/B,99 SPEED MART S/B 519537-X),99 speed mart s b,99 speed mart s b 519537 x,False,85.87,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,subtotal,2.36,2.36,2.36,2.36,True,85.87,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,tax_amount,2.36,2.50,2.36,2.50,False,85.87,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,total_amount,2.50,,2.50,,False,85.87,True
data/samples/final_eval/noisy_invoices/X51005361950.jpg,noisy_invoices,layoutlmv3,currency,RM,RM,RM,RM,True,85.87,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,invoice_number,34861239,,34861239,,False,83.952,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,date,2017-05-02,2017-05-02,2017-05-02,2017-05-02,True,83.952,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,vendor_name,中国航空集团旅业有限公司上海中航泊悦酒店,,中国航空集团旅业有限公司上海中航泊悦酒店,,False,83.952,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,subtotal,377.36,,377.36,,False,83.952,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,tax_amount,22.64,,22.64,,False,83.952,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,total_amount,400.0,400.00,400.00,400.00,True,83.952,True
data/samples/final_eval/vatid/vat_0051.jpg,vatid,layoutlmv3,currency,CNY,CNY,CNY,CNY,True,83.952,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,invoice_number,9750786,09750786,9750786,09750786,False,85.832,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,date,2017-04-18,2017-04-18,2017-04-18,2017-04-18,True,85.832,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,vendor_name,佳作天成(北京)科技有限公司,,佳作天成 北京 科技有限公司,,False,85.832,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,subtotal,17985.47,,17985.47,,False,85.832,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,tax_amount,3057.53,,3057.53,,False,85.832,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,total_amount,21043.00,,21043.00,,False,85.832,True
data/samples/final_eval/vatid/vat_0091.jpg,vatid,layoutlmv3,currency,CNY,CNY,CNY,CNY,True,85.832,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,invoice_number,28394644,09280798,28394644,09280798,False,84.778,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,date,2017-05-15,2017-05-15,2017-05-15,2017-05-15,True,84.778,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,vendor_name,名称北京思腾合力科技有限公司,,名称北京思腾合力科技有限公司,,False,84.778,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,subtotal,42632.48,,42632.48,,False,84.778,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,tax_amount,7247.52,507.00,7247.52,507.00,False,84.778,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,total_amount,49880.00,49880.00,49880.00,49880.00,True,84.778,True
data/samples/final_eval/vatid/vat_0095.jpg,vatid,layoutlmv3,currency,CNY,CNY,CNY,CNY,True,84.778,True
